,0,1,2,3,4,5,6,7,label
0,1.1303121957966866,-1.812217619632172,0.5122689592855156,1.5664040932174426,-0.20587999711227076,-0.4630535518427939,2.075096236027915,-1.6960126088126455,1
1,-7.305999705283822,0.3501891152075716,-0.4710985023988187,0.5514375653814221,0.13208431865219852,4.304886827612443,2.800269517690614,-0.8634640457392029,1
2,-0.2498931496398547,-1.9369703842744124,1.5643244537613465,-2.4985573492811297,-0.29381858044016906,0.6660184618960577,1.0649407213858377,-2.9093293154719877,1
3,11.261459326325427,-6.320475583948018,4.93688836482692,-6.136511664959809,-0.3912858851429454,0.7135933462123112,2.669520100761477,-0.17160696618302226,1
4,-5.575873149795476,-1.2267374656593981,2.7425458467089685,12.551565142293187,-0.6902157749702735,0.02445554647395338,-0.06843129537290178,-1.3736196352634273,1
5,7.011826056149275,-5.958570561459151,5.755418235986692,9.305090898005664,-1.1090783124762003,-0.27314242205011374,-0.40411476844484834,-1.12180309895351,1
6,6.934097767704245,-5.99883679471634,5.71106385950293,9.374520568714896,-1.0560606873830585,-0.15181527492541347,-0.34491508836325474,-0.9805426890097619,1
7,3.4805636012912524,-4.6051161946725205,4.900646552189774,10.219732575680945,-1.018497534893019,-0.11712114259655144,-0.2166879601920477,-1.118537368724389,1
8,3.4497213584958737,-4.660891719793503,4.8569430942989875,10.311675275340338,-0.9305886121720892,-0.14637767135978014,-0.26594093804181,-1.217315436911227,1
9,6.240580256153963,-4.5606129514718345,3.0262197328409086,1.5172061271585735,-0.9016908982688264,-1.1725111543750326,-1.6192565537393937,0.5053376147492159,1
10,6.446839427786771,-4.632175059860234,3.2567582902226433,2.272490146108594,-0.9178565094872777,-1.2318646798536474,-1.723694323025308,0.4125947605305749,1
11,2.915559595618425,-3.2787083192128637,2.4020038945243543,3.187177641370971,-0.8273122798861413,-1.0758116133302518,-1.5363667807059807,0.4161012836401164,1
12,6.590010488370929,-4.0414606502648525,2.2968534040389774,1.8490181393937744,-0.5157739316741071,-1.185867954383123,-0.5719296645366525,-0.014567839279128733,1
13,6.690897679197627,-3.972216047391264,2.2197913240952456,1.8175605197663534,-0.45397831450652876,-1.3282069493959265,-0.5482752510213573,-0.23370069824506612,1
14,4.146511762999074,-4.368533914075034,4.164853503475129,11.11712708130914,-0.8194787853964046,-0.3543656696912767,-0.8906259965122925,-1.0381221823550784,1
15,9.567542679511442,-6.840749764595584,6.212296585574037,8.423023310792813,-0.9347305849745419,-0.07015814370748752,0.5796474989150832,-1.3148225541729002,1
16,9.569533760013783,-6.969625631120474,6.331826419638034,8.708341271338192,-1.154700773703701,-0.20354691186725363,-0.3822162696155827,-0.9342299132960471,1
17,9.042689865134774,-5.56743231372552,3.8140696265988328,1.6824134992741955,-0.870709256716047,-1.1478816894175936,-1.6420582932068688,0.5692155128679834,1
18,8.876003298243006,-5.531392565432994,3.646995170436183,0.8510609651794477,-1.000358217506213,-1.2242191062018444,-1.6566316971896036,0.5518298044732175,1
